名称,大类,中类,经度,纬度,省份,地级市,lon,lat,name,区县,type,operator,ports,place_type
星星充电汽车公共充电站,汽车相关,充电站,108.803151,34.166544,陕西省,西安市,108.803151,34.166544,星星充电汽车公共充电站,西安市,汽车相关 充电站,星星充电,2,其他
特来电充电站,汽车相关,充电站,108.758924,34.151413999999995,陕西省,西安市,108.758924,34.151413999999995,特来电充电站,西安市,汽车相关 充电站,特来电,4,其他
国家电网汽车充电站,汽车相关,充电站,108.740731,34.228492,陕西省,西安市,108.740731,34.228492,国家电网汽车充电站,西安市,汽车相关 充电站,国家电网,6,其他
西咸公交昆明池社会公共充电站,汽车相关,充电站,108.776982,34.216525,陕西省,西安市,108.776982,34.216525,西咸公交昆明池社会公共充电站,西安市,汽车相关 充电站,其他,8,其他
依威能源汽车公共充电站,汽车相关,充电站,108.782898,34.266924,陕西省,西安市,108.782898,34.266924,依威能源汽车公共充电站,西安市,汽车相关 充电站,其他,7,其他
国家电网充电站,汽车相关,充电站,108.776773,34.262135,陕西省,西安市,108.776773,34.262135,国家电网充电站,西安市,汽车相关 充电站,国家电网,4,其他
国家电网汽车充电站,汽车相关,充电站,108.776765,34.262086,陕西省,西安市,108.776765,34.262086,国家电网汽车充电站,西安市,汽车相关 充电站,国家电网,2,其他
国家电网汽车公共充电站,汽车相关,充电站,108.740834,34.228822,陕西省,西安市,108.740834,34.228822,国家电网汽车公共充电站,西安市,汽车相关 充电站,国家电网,6,其他
万马爱充充电站,汽车相关,充电站,109.024147,34.194959000000004,陕西省,西安市,109.024147,34.194959000000004,万马爱充充电站,西安市,汽车相关 充电站,其他,3,其他
云快充汽车公共充电站,汽车相关,充电站,109.030367,34.194909,陕西省,西安市,109.030367,34.194909,云快充汽车公共充电站,西安市,汽车相关 充电站,云快充,8,其他
杜陵邑遗址公园P3专用停车场最美充电站,汽车相关,充电站,109.03067,34.194266,陕西省,西安市,109.03067,34.194266,杜陵邑遗址公园P3专用停车场最美充电站,西安市,汽车相关 充电站,其他,8,其他
云快充汽车充电站,汽车相关,充电站,109.024462,34.194801000000005,陕西省,西安市,109.024462,34.194801000000005,云快充汽车充电站,西安市,汽车相关 充电站,云快充,7,其他
卡丘汽车公共充电站,汽车相关,充电站,109.086006,34.400044,陕西省,西安市,109.086006,34.400044,卡丘汽车公共充电站,西安市,汽车相关 充电站,其他,8,其他
小桔充电汽车充电站,汽车相关,充电站,109.041283,34.395645,陕西省,西安市,109.041283,34.395645,小桔充电汽车充电站,西安市,汽车相关 充电站,其他,4,其他
依威能源汽车公共充电站,汽车相关,充电站,108.951882,34.388453,陕西省,西安市,108.951882,34.388453,依威能源汽车公共充电站,西安市,汽车相关 充电站,其他,2,其他
万马爱充北客站文景山生态公园站,汽车相关,充电站,108.947864,34.383899,陕西省,西安市,108.947864,34.383899,万马爱充北客站文景山生态公园站,西安市,汽车相关 充电站,其他,8,其他
万马爱充公共充电站,汽车相关,充电站,108.947328,34.38373,陕西省,西安市,108.947328,34.38373,万马爱充公共充电站,西安市,汽车相关 充电站,其他,8,其他
万马爱充汽车公共充电站,汽车相关,充电站,108.94748,34.383716,陕西省,西安市,108.94748,34.383716,万马爱充汽车公共充电站,西安市,汽车相关 充电站,其他,3,其他
直流充电桩,汽车相关,充电站,109.065772,34.490445,陕西省,西安市,109.065772,34.490445,直流充电桩,西安市,汽车相关 充电站,其他,3,其他
兰亮直流公共充电站,汽车相关,充电站,109.065566,34.490577,陕西省,西安市,109.065566,34.490577,兰亮直流公共充电站,西安市,汽车相关 充电站,其他,5,其他
特来电公共充电站,汽车相关,充电站,109.057598,34.489121000000004,陕西省,西安市,109.057598,34.489121000000004,特来电公共充电站,西安市,汽车相关 充电站,特来电,6,其他
刘奎商店直流公共充电站,汽车相关,充电站,109.069929,34.491012,陕西省,西安市,109.069929,34.491012,刘奎商店直流公共充电站,西安市,汽车相关 充电站,其他,4,其他
日兴能源L-CNG加油加气充电站,汽车相关,充电站,109.075894,34.490922999999995,陕西省,西安市,109.075894,34.490922999999995,日兴能源L-CNG加油加气充电站,西安市,汽车相关 充电站,其他,8,其他
特来电公共充电站,汽车相关,充电站,109.057626,34.505935,陕西省,西安市,109.057626,34.505935,特来电公共充电站,西安市,汽车相关 充电站,特来电,8,其他
云快充公共充电站,汽车相关,充电站,109.023586,34.519037000000004,陕西省,西安市,109.023586,34.519037000000004,云快充公共充电站,西安市,汽车相关 充电站,云快充,2,其他
特来电公共充电站,汽车相关,充电站,109.022008,34.521198,陕西省,西安市,109.022008,34.521198,特来电公共充电站,西安市,汽车相关 充电站,特来电,5,其他
云快充公共充电站,汽车相关,充电站,109.021707,34.52153,陕西省,西安市,109.021707,34.52153,云快充公共充电站,西安市,汽车相关 充电站,云快充,6,其他
星星充电汽车公共充电站,汽车相关,充电站,108.563815,34.18281399999999,陕西省,西安市,108.563815,34.18281399999999,星星充电汽车公共充电站,西安市,汽车相关 充电站,星星充电,5,其他
星星充电汽车公共充电站,汽车相关,充电站,108.55614,34.172318999999995,陕西省,西安市,108.55614,34.172318999999995,星星充电汽车公共充电站,西安市,汽车相关 充电站,星星充电,7,其他
星星充电汽车充电站,汽车相关,充电站,108.551179,34.171929,陕西省,西安市,108.551179,34.171929,星星充电汽车充电站,西安市,汽车相关 充电站,星星充电,6,其他
星星充电汽车公共充电站,汽车相关,充电站,108.576247,34.172039,陕西省,西安市,108.576247,34.172039,星星充电汽车公共充电站,西安市,汽车相关 充电站,星星充电,8,其他
星星充电汽车公共充电站,汽车相关,充电站,108.600864,34.181647,陕西省,西安市,108.600864,34.181647,星星充电汽车公共充电站,西安市,汽车相关 充电站,星星充电,8,其他
星星充电汽车公共充电站,汽车相关,充电站,108.597393,34.201048,陕西省,西安市,108.597393,34.201048,星星充电汽车公共充电站,西安市,汽车相关 充电站,星星充电,6,其他
万马爱充汽车公共充电站,汽车相关,充电站,108.657677,34.187483,陕西省,西安市,108.657677,34.187483,万马爱充汽车公共充电站,西安市,汽车相关 充电站,其他,8,其他
星星充电汽车公共充电站,汽车相关,充电站,108.674877,34.168434,陕西省,西安市,108.674877,34.168434,星星充电汽车公共充电站,西安市,汽车相关 充电站,星星充电,4,其他
高桥服务站国家电网电动汽车充电站,汽车相关,充电站,108.707435,34.254897,陕西省,西安市,108.707435,34.254897,高桥服务站国家电网电动汽车充电站,西安市,汽车相关 充电站,国家电网,6,其他
高桥服务站国家电网电动汽车充电站,汽车相关,充电站,108.711074,34.257371,陕西省,西安市,108.711074,34.257371,高桥服务站国家电网电动汽车充电站,西安市,汽车相关 充电站,国家电网,5,其他
西咸汽服汽车公共充电站,汽车相关,充电站,108.7141,34.240909,陕西省,西安市,108.7141,34.240909,西咸汽服汽车公共充电站,西安市,汽车相关 充电站,其他,6,其他
国家电网公共充电站,汽车相关,充电站,108.654451,34.255,陕西省,西安市,108.654451,34.255,国家电网公共充电站,西安市,汽车相关 充电站,国家电网,8,其他
西咸汽服汽车公共充电站,汽车相关,充电站,108.655337,34.249994,陕西省,西安市,108.655337,34.249994,西咸汽服汽车公共充电站,西安市,汽车相关 充电站,其他,4,其他
蓝田东服务站国家电网电动汽车充电站,汽车相关,充电站,109.40175,34.157335,陕西省,西安市,109.40175,34.157335,蓝田东服务站国家电网电动汽车充电站,西安市,汽车相关 充电站,国家电网,4,其他
蓝田东服务站国家电网电动汽车充电站,汽车相关,充电站,109.401938,34.160272,陕西省,西安市,109.401938,34.160272,蓝田东服务站国家电网电动汽车充电站,西安市,汽车相关 充电站,国家电网,7,其他
国家电网汽车充电站,汽车相关,充电站,109.402124,34.161011,陕西省,西安市,109.402124,34.161011,国家电网汽车充电站,西安市,汽车相关 充电站,国家电网,5,其他
顺通公共充电站,汽车相关,其他,109.34946,34.148394,陕西省,西安市,109.34946,34.148394,顺通公共充电站,西安市,汽车相关 其他,其他,3,其他
星星充电汽车公共充电站,汽车相关,充电站,109.34682,34.149214,陕西省,西安市,109.34682,34.149214,星星充电汽车公共充电站,西安市,汽车相关 充电站,星星充电,3,其他
特来电公共充电站,汽车相关,充电站,109.12331,34.122578000000004,陕西省,西安市,109.12331,34.122578000000004,特来电公共充电站,西安市,汽车相关 充电站,特来电,6,其他
玉山镇公共充电站,汽车相关,其他,109.504727,34.198626,陕西省,西安市,109.504727,34.198626,玉山镇公共充电站,西安市,汽车相关 其他,其他,7,其他
星星充电汽车公共充电站,汽车相关,充电站,109.146454,34.252658,陕西省,西安市,109.146454,34.252658,星星充电汽车公共充电站,西安市,汽车相关 充电站,星星充电,2,其他
星星充电汽车公共充电站,汽车相关,充电站,109.144833,34.286719999999995,陕西省,西安市,109.144833,34.286719999999995,星星充电汽车公共充电站,西安市,汽车相关 充电站,星星充电,6,其他
星星充电汽车公共充电站,汽车相关,充电站,109.150393,34.283291000000006,陕西省,西安市,109.150393,34.283291000000006,星星充电汽车公共充电站,西安市,汽车相关 充电站,星星充电,7,其他
华胥镇宋家村公共充电站,汽车相关,充电站,109.213328,34.218237,陕西省,西安市,109.213328,34.218237,华胥镇宋家村公共充电站,西安市,汽车相关 充电站,其他,5,其他
星星充电汽车公共充电站,汽车相关,充电站,109.189255,34.22455,陕西省,西安市,109.189255,34.22455,星星充电汽车公共充电站,西安市,汽车相关 充电站,星星充电,5,其他
依威能源陕缝小区汽车公共充电站,汽车相关,充电站,109.266183,34.380771,陕西省,西安市,109.266183,34.380771,依威能源陕缝小区汽车公共充电站,西安市,汽车相关 充电站,其他,5,其他
快来充电动汽车公共充电站,汽车相关,充电站,109.247322,34.387661,陕西省,西安市,109.247322,34.387661,快来充电动汽车公共充电站,西安市,汽车相关 充电站,其他,5,其他
特来电公共充电站,汽车相关,充电站,109.195007,34.396816,陕西省,西安市,109.195007,34.396816,特来电公共充电站,西安市,汽车相关 充电站,特来电,5,其他
充电桩,汽车相关,充电站,109.118346,34.325929,陕西省,西安市,109.118346,34.325929,充电桩,西安市,汽车相关 充电站,其他,7,其他
万马爱充汽车公共充电站,汽车相关,充电站,109.127662,34.34084,陕西省,西安市,109.127662,34.34084,万马爱充汽车公共充电站,西安市,汽车相关 充电站,其他,7,其他
临潼服务站国家电网电动汽车充电站,汽车相关,充电站,109.145018,34.34396,陕西省,西安市,109.145018,34.34396,临潼服务站国家电网电动汽车充电站,西安市,汽车相关 充电站,国家电网,4,其他
临潼服务站国家电网电动汽车充电站,汽车相关,充电站,109.145026,34.340623,陕西省,西安市,109.145026,34.340623,临潼服务站国家电网电动汽车充电站,西安市,汽车相关 充电站,国家电网,3,其他
洩湖服务区国家电网电动汽车充电站,汽车相关,充电站,109.273849,34.182333,陕西省,西安市,109.273849,34.182333,洩湖服务区国家电网电动汽车充电站,西安市,汽车相关 充电站,国家电网,8,其他
洩湖服务区国家电网电动汽车充电站,汽车相关,充电站,109.271894,34.182257,陕西省,西安市,109.271894,34.182257,洩湖服务区国家电网电动汽车充电站,西安市,汽车相关 充电站,国家电网,5,其他
云快充汽车公共充电站,汽车相关,充电站,109.283655,34.18752,陕西省,西安市,109.283655,34.18752,云快充汽车公共充电站,西安市,汽车相关 充电站,云快充,2,其他
万和利新能源公共充电站,汽车相关,充电站,109.392956,34.494035999999994,陕西省,西安市,109.392956,34.494035999999994,万和利新能源公共充电站,西安市,汽车相关 充电站,其他,8,其他
云快充汽车公共充电站,汽车相关,充电站,109.388264,34.615912,陕西省,西安市,109.388264,34.615912,云快充汽车公共充电站,西安市,汽车相关 充电站,云快充,7,其他
